latency_one latency_two latency_three   latency_four    latency_five    latency_six latency_seven latency_eight   latency_nine    latency_ten latency_eleven latency_twelve latency_thirteen  latency_fourteen    latency_fifteen latency_sixteen latency_seventeen latency_eighteen   latency_nineteen    latency_twenty   iteration_numbers   precision   error   threads
0.200327	0.199556	0.20032	0.20048	0.201007	0.200571	0.200493	0.200276	0.200608	0.200465	0.200572	0.200539	0.200595	0.200561	0.200432	0.200278	0.200455	0.200246	0.200021	0.200663	6	7.28221e-06	0	1
0.103084	0.106358	0.10294	0.102581	0.103263	0.102479	0.10331	0.102547	0.103101	0.102579	0.102707	0.102788	0.102978	0.102931	0.103835	0.102505	0.103103	0.102574	0.102993	0.102555	6	7.28221e-06	0	2
0.054961	0.052317	0.053439	0.053005	0.052756	0.053317	0.052622	0.053166	0.052488	0.053474	0.053317	0.052012	0.053582	0.05218	0.053448	0.05336	0.052455	0.053288	0.052276	0.053339	6	7.28221e-06	0	4
0.037057	0.023709	0.019929	0.022536	0.020473	0.023507	0.019707	0.02275	0.019535	0.02282	0.020223	0.022055	0.019135	0.023053	0.019776	0.021953	0.019636	0.022446	0.019737	0.021992	6	7.28221e-06	0	20
0.058897	0.032036	0.029692	0.033081	0.029388	0.033083	0.029732	0.033166	0.029314	0.032629	0.029902	0.033536	0.029938	0.032801	0.030488	0.032563	0.028431	0.032552	0.029784	0.032901	6	7.28221e-06	0	36
0.088872	0.043909	0.047275	0.044193	0.048781	0.043258	0.047837	0.04436	0.048422	0.045039	0.048069	0.044111	0.0483	0.044649	0.048396	0.043707	0.047971	0.04501	0.046058	0.044545	6	7.28221e-06	0	52
0.104225	0.058539	0.058876	0.060418	0.058635	0.060159	0.058251	0.060016	0.058219	0.060331	0.059789	0.059721	0.060383	0.061678	0.059711	0.061235	0.059927	0.05896	0.060702	0.060975	6	7.28221e-06	0	68
0.126802	0.07588	0.082097	0.076632	0.081857	0.078429	0.080961	0.076992	0.083068	0.077622	0.082026	0.077174	0.084867	0.077992	0.083694	0.078331	0.084444	0.078423	0.082292	0.078859	6	7.28221e-06	0	84
0.146629	0.09331	0.090315	0.096797	0.090464	0.093954	0.089689	0.095902	0.091091	0.096395	0.086847	0.094441	0.090796	0.093302	0.090991	0.095256	0.090605	0.093476	0.089506	0.095786	6	7.28221e-06	0	100
0.171188	0.116608	0.109867	0.114152	0.112734	0.116088	0.110194	0.116182	0.10934	0.112509	0.110769	0.116981	0.114227	0.115445	0.109628	0.114734	0.112773	0.113334	0.111106	0.113995	6	7.28221e-06	0	116
0.205919	0.138002	0.140218	0.134965	0.142537	0.133421	0.138289	0.137406	0.14322	0.134791	0.138893	0.134997	0.140177	0.134809	0.143369	0.135254	0.141389	0.134704	0.141733	0.136996	6	7.28221e-06	0	132
0.235497	0.154768	0.156862	0.156544	0.158667	0.154197	0.156632	0.158043	0.162187	0.152615	0.161423	0.155366	0.16	0.153415	0.161265	0.155922	0.158967	0.152402	0.157528	0.153208	6	7.28221e-06	0	148
0.262795	0.178246	0.176242	0.184738	0.17487	0.179224	0.17046	0.182062	0.176199	0.18	0.175447	0.177731	0.174173	0.180226	0.175434	0.180276	0.174181	0.181249	0.174339	0.182411	6	7.28221e-06	0	164
0.286167	0.208056	0.201668	0.203343	0.195322	0.199832	0.202303	0.203472	0.193348	0.204961	0.20052	0.203037	0.199991	0.201161	0.199405	0.202637	0.198457	0.205097	0.200446	0.205038	6	7.28221e-06	0	180
0.37184	0.2188	0.230664	0.228582	0.23821	0.229603	0.228964	0.228711	0.234403	0.229903	0.230682	0.23035	0.232163	0.227259	0.23444	0.224866	0.22949	0.230147	0.232578	0.229222	6	7.28221e-06	0	196
0.382447	0.252938	0.257226	0.251664	0.263437	0.253831	0.262207	0.25555	0.26117	0.257445	0.256144	0.255966	0.259152	0.253289	0.255791	0.251462	0.257172	0.254936	0.259368	0.249413	6	7.28221e-06	0	212
0.40808	0.281032	0.27757	0.275105	0.366614	0.27865	0.276811	0.376587	0.278823	0.282857	0.371069	0.284371	0.273759	0.277268	0.353496	0.278388	0.277352	0.277534	0.381046	0.283796	6	7.28221e-06	0	228
0.433223	0.392105	0.295773	0.299101	0.377428	0.390326	0.292485	0.406942	0.29455	0.437419	0.385703	0.299721	0.292578	0.392355	0.292385	0.394703	0.298861	0.298797	0.310032	0.320281	6	7.28221e-06	0	240
