latency_one latency_two latency_three   latency_four    latency_five    latency_six latency_seven latency_eight   latency_nine    latency_ten latency_eleven latency_twelve latency_thirteen  latency_fourteen    latency_fifteen latency_sixteen latency_seventeen latency_eighteen   latency_nineteen    latency_twenty   iteration_numbers   precision   error   threads
23.0326	15.0176	14.4477	14.2788	14.2682	14.1426	14.1317	14.1765	14.055	14.1318	14.0887	14.1249	14.0319	14.1181	14.0915	14.1286	14.0519	14.0842	14.0894	14.1285	8	7.925e-05	1.22537	1
12.4651	7.49265	7.32334	7.24715	7.18903	7.16386	7.19479	7.14051	7.13808	7.15754	7.14046	7.12426	7.09587	7.11686	7.12087	7.13912	7.11824	7.10381	7.11526	7.09489	8	7.925e-05	1.22537	2
7.84765	3.83784	3.84154	3.76951	3.74803	3.74243	3.74734	3.7219	3.7145	3.71107	3.71399	3.71477	3.73573	3.69858	3.70299	3.69723	3.69956	3.70979	3.69128	3.68636	8	7.925e-05	1.22537	4
4.09221	2.80418	2.14599	2.23534	2.00535	2.0081	1.9911	1.99605	2.0184	2.00584	1.9397	1.95278	1.94039	1.94756	1.95222	1.93447	1.94064	1.93159	1.94733	1.9322	8	7.925e-05	1.22537	8
4.08914	2.39006	1.87344	1.76263	1.64543	1.56805	1.459	1.53141	1.48735	1.54037	1.53395	1.4921	1.49046	1.48554	1.48951	1.48534	1.49342	1.49037	1.48902	1.48609	8	7.925e-05	1.22537	12
3.76564	2.27085	1.75181	1.45762	1.42577	1.26446	1.14865	1.14756	1.15595	1.15623	1.12893	1.14475	1.13476	1.09172	1.09104	1.08907	1.09102	1.09084	1.08671	1.09212	8	7.925e-05	1.22537	16
3.53116	2.52992	1.80408	1.70251	1.6054	1.36296	1.18072	1.09995	1.07869	1.08235	1.06394	1.03902	1.02374	1.0098	1.00899	0.986512	0.98433	0.964708	0.949044	0.945253	8	7.925e-05	1.22537	20
4.01179	4.0585	5.80437	1.51059	1.13277	2.26793	1.01991	1.01994	0.947906	0.942421	0.932831	1.01172	0.901881	0.882018	0.916021	0.952541	0.985242	0.958611	0.971888	1.19993	8	7.925e-05	1.22537	24
